"time","x","der(x)"
0,1,1
0.01,1.010050202157147,1.010050202157147
0.02,1.020201616948536,1.020201616948536
0.03,1.030455852839584,1.030455852839584
0.04,1.040813024317955,1.040813024317955
0.05,1.051277124828605,1.051277124828605
0.06,1.061847420626745,1.061847420626745
0.07000000000000001,1.072523632133504,1.072523632133504
0.08,1.083305759348884,1.083305759348884
0.09,1.094199826229082,1.094199826229082
0.1,1.105203977241746,1.105203977241746
0.11,1.116317080120327,1.116317080120327
0.12,1.127539134864824,1.127539134864824
0.13,1.138877611657919,1.138877611657919
0.14,1.150331779271524,1.150331779271524
0.15,1.161899256045519,1.161899256045519
0.16,1.173580041979902,1.173580041979902
0.17,1.185380933122711,1.185380933122711
0.18,1.197303131103034,1.197303131103034
0.19,1.209343312406516,1.209343312406516
0.2,1.221501477033155,1.221501477033155
0.21,1.233781539024457,1.233781539024457
0.22,1.246187253238365,1.246187253238365
0.23,1.258717244616747,1.258717244616747
0.24,1.271372633658324,1.271372633658324
0.25,1.284154540861817,1.284154540861817
0.26,1.297064086725947,1.297064086725947
0.27,1.310102391749436,1.310102391749436
0.28,1.323270576431004,1.323270576431004
0.29,1.336571062009129,1.336571062009129
0.3,1.350007403079318,1.350007403079318
0.31,1.363578784831574,1.363578784831574
0.32,1.37728654841216,1.37728654841216
0.33,1.391132034967344,1.391132034967344
0.34,1.40511658564339,1.40511658564339
0.35,1.419241541586564,1.419241541586564
0.36,1.433508243943132,1.433508243943132
0.37,1.447918033859359,1.447918033859359
0.38,1.46247225248151,1.46247225248151
0.39,1.477173925565511,1.477173925565511
0.4,1.492023826753828,1.492023826753828
0.41,1.50702292897955,1.50702292897955
0.42,1.522172642269392,1.522172642269392
0.43,1.537474376650068,1.537474376650068
0.44,1.552929542148294,1.552929542148294
0.45,1.568539548790783,1.568539548790783
0.46,1.584305806604252,1.584305806604252
0.47,1.600229725615413,1.600229725615413
0.48,1.616313582410391,1.616313582410391
0.49,1.6325620899583,1.6325620899583
0.5,1.648973934378928,1.648973934378928
0.51,1.665550659959809,1.665550659959809
0.52,1.682293810988476,1.682293810988476
0.53,1.699204931752462,1.699204931752462
0.54,1.716285566539299,1.716285566539299
0.55,1.73353725963652,1.73353725963652
0.5600000000000001,1.750961555331658,1.750961555331658
0.57,1.768559997912247,1.768559997912247
0.58,1.78633741678385,1.78633741678385
0.59,1.804295182084367,1.804295182084367
0.6,1.822433429357527,1.822433429357527
0.61,1.840753854805633,1.840753854805633
0.62,1.859258154630989,1.859258154630989
0.63,1.877948025035901,1.877948025035901
0.64,1.896825162222671,1.896825162222671
0.65,1.915891262393604,1.915891262393604
0.66,1.935148021751003,1.935148021751003
0.67,1.954597560228554,1.954597560228554
0.6800000000000001,1.974246849953504,1.974246849953504
0.69,1.994093685558444,1.994093685558444
0.7,2.014139932188077,2.014139932188077
0.71,2.034387454987104,2.034387454987104
0.72,2.054838119100228,2.054838119100228
0.73,2.075493789672152,2.075493789672152
0.74,2.096356331847576,2.096356331847576
0.75,2.117427610771205,2.117427610771205
0.76,2.138709491587739,2.138709491587739
0.77,2.160206308305066,2.160206308305066
0.78,2.181921148681143,2.181921148681143
0.79,2.203854294142714,2.203854294142714
0.8,2.226007932630194,2.226007932630194
0.8100000000000001,2.248384271812104,2.248384271812104
0.82,2.27098553908507,2.27098553908507
0.83,2.293813981573826,2.293813981573826
0.84,2.316871866131208,2.316871866131208
0.85,2.34016147933816,2.34016147933816
0.86,2.36368512750373,2.36368512750373
0.87,2.387445136665072,2.387445136665072
0.88,2.411443852587448,2.411443852587448
0.89,2.435683640764221,2.435683640764221
0.9,2.460166886416862,2.460166886416862
0.91,2.484895994494949,2.484895994494949
0.92,2.509873389676162,2.509873389676162
0.9300000000000001,2.53510151636629,2.53510151636629
0.94,2.560582838699225,2.560582838699225
0.95,2.586319840536966,2.586319840536966
0.96,2.612316265158736,2.612316265158736
0.97,2.638575796719345,2.638575796719345
0.98,2.665099363797768,2.665099363797768
0.99,2.691889609461494,2.691889609461494
1,2.71894919993601,2.71894919993601
1.01,2.746280824604795,2.746280824604795
1.02,2.773887196009327,2.773887196009327
1.03,2.801771049849078,2.801771049849078
1.04,2.829935144981517,2.829935144981517
1.05,2.858382263422107,2.858382263422107
1.06,2.887115210344311,2.887115210344311
1.07,2.916136814079583,2.916136814079583
1.08,2.945449926117376,2.945449926117376
1.09,2.975057421105138,2.975057421105138
1.1,3.004962196848313,3.004962196848313
1.11,3.03516717431034,3.03516717431034
1.12,3.065675297612656,3.065675297612656
1.13,3.096489534034692,3.096489534034692
1.14,3.127612874013876,3.127612874013876
1.15,3.159049744853649,3.159049744853649
1.16,3.190806231883697,3.190806231883697
1.17,3.222882059083426,3.222882059083426
1.18,3.255280407136492,3.255280407136492
1.19,3.288004483362461,3.288004483362461
1.2,3.321057521716808,3.321057521716808
1.21,3.354442782790918,3.354442782790918
1.22,3.388163553812082,3.388163553812082
1.23,3.422223148643502,3.422223148643502
1.24,3.45662490778429,3.45662490778429
1.25,3.491372198369464,3.491372198369464
1.26,3.526468414169953,3.526468414169953
1.27,3.561916975592594,3.561916975592594
1.28,3.597721329680133,3.597721329680133
1.29,3.633884950111225,3.633884950111225
1.3,3.670411337200433,3.670411337200433
1.31,3.707304017898233,3.707304017898233
1.32,3.744566545791003,3.744566545791003
1.33,3.782202501101036,3.782202501101036
1.34,3.820216810823825,3.820216810823825
1.35,3.85862041135284,3.85862041135284
1.36,3.897410199013406,3.897410199013406
1.37,3.936590013446047,3.936590013446047
1.38,3.976163725966986,3.976163725966986
1.39,4.016135239568151,4.016135239568151
1.4,4.056508488917165,4.056508488917165
1.41,4.097287440357354,4.097287440357354
1.42,4.138476091907743,4.138476091907743
1.43,4.180078473263061,4.180078473263061
1.44,4.222098645793734,4.222098645793734
1.45,4.264540702545889,4.264540702545889
1.46,4.307408768241356,4.307408768241356
1.47,4.350706999277662,4.350706999277662
1.48,4.394439583728037,4.394439583728037
1.49,4.438610741341412,4.438610741341412
1.5,4.483224723542414,4.483224723542414
1.51,4.528285813431377,4.528285813431377
1.52,4.573798325784331,4.573798325784331
1.53,4.619766887621892,4.619766887621892
1.54,4.666208273149698,4.666208273149698
1.55,4.713116668368196,4.713116668368196
1.56,4.760496717644943,4.760496717644943
1.57,4.808353103739232,4.808353103739232
1.58,4.856690547802066,4.856690547802066
1.59,4.905513809376184,4.905513809376184
1.6,4.954827686396048,4.954827686396048
1.61,5.004637015187845,5.004637015187845
1.62,5.054946670469487,5.054946670469487
1.63,5.10576156535061,5.10576156535061
1.64,5.157086651332581,5.157086651332581
1.65,5.208926918308488,5.208926918308488
1.66,5.261287394563142,5.261287394563142
1.67,5.314173146773086,5.314173146773086
1.68,5.367589280006583,5.367589280006583
1.69,5.421540937723626,5.421540937723626
1.7,5.47603330177593,5.47603330177593
1.71,5.531071592406935,5.531071592406935
1.72,5.58666106825181,5.58666106825181
1.73,5.642820936839977,5.642820936839977
1.74,5.699546966163688,5.699546966163688
1.75,5.756843367488128,5.756843367488128
1.76,5.814715805467347,5.814715805467347
1.77,5.873169991268265,5.873169991268265
1.78,5.932211682570668,5.932211682570668
1.79,5.991846683567214,5.991846683567214
1.8,6.052080844963424,6.052080844963424
1.81,6.112920063977688,6.112920063977688
1.82,6.174370284341261,6.174370284341261
1.83,6.236437496298273,6.236437496298273
1.84,6.299127736605716,6.299127736605716
1.85,6.362447088533447,6.362447088533447
1.86,6.426401681864196,6.426401681864196
1.87,6.490997692893558,6.490997692893558
1.88,6.556241344429996,6.556241344429996
1.89,6.622138905794841,6.622138905794841
1.9,6.68869669282229,6.68869669282229
1.91,6.755921067859411,6.755921067859411
1.92,6.823828902063201,6.823828902063201
1.93,6.892421837476304,6.892421837476304
1.94,6.961703986088483,6.961703986088483
1.95,7.03168223463822,7.03168223463822
1.96,7.102363535396172,7.102363535396172
1.97,7.17375490662878,7.17375490662878
1.98,7.245863433061888,7.245863433061888
1.99,7.318696266344353,7.318696266344353
2,7.392260625511669,7.392260625511669
2.01,7.466563797449573,7.466563797449573
2.02,7.541613137357678,7.541613137357678
2.03,7.617416069213062,7.617416069213062
2.04,7.693980086233916,7.693980086233916
2.05,7.771312751343125,7.771312751343125
2.06,7.84942169763192,7.84942169763192
2.07,7.928314628823461,7.928314628823461
2.08,8.007999319736483,8.007999319736483
2.09,8.088483616748874,8.088483616748874
2.1,8.169775438261343,8.169775438261343
2.11,8.251887231278813,8.251887231278813
2.12,8.33482622527856,8.33482622527856
2.13,8.418598588519849,8.418598588519849
2.14,8.503212704684092,8.503212704684092
2.15,8.588677041531,8.588677041531
2.16,8.675000151600283,8.675000151600283
2.17,8.76219067291334,8.76219067291334
2.18,8.850257329674964,8.850257329674964
2.19,8.939208932975019,8.939208932975019
2.2,9.029054381490166,9.029054381490166
2.21,9.119802662185517,9.119802662185517
2.22,9.211462851016366,9.211462851016366
2.23,9.304044113629866,9.304044113629866
2.24,9.397555706066731,9.397555706066731
2.25,9.492006975462918,9.492006975462918
2.26,9.587407360751342,9.587407360751342
2.27,9.683766393363564,9.683766393363564
2.28,9.781093697931469,9.781093697931469
2.29,9.879398992988993,9.879398992988993
2.3,9.978692607485669,9.978692607485669
2.31,10.07898455988737,10.07898455988737
2.32,10.18028446512005,10.18028446512005
2.33,10.28260244915498,10.28260244915498
2.34,10.38594873677957,10.38594873677957
2.35,10.49033365233357,10.49033365233357
2.36,10.59576762044518,10.59576762044518
2.37,10.70226116676729,10.70226116676729
2.38,10.80982491871357,10.80982491871357
2.39,10.91846960619471,10.91846960619471
2.4,11.02820606235452,11.02820606235452
2.41,11.13904522430616,11.13904522430616
2.42,11.25099813386826,11.25099813386826
2.43,11.36407593830112,11.36407593830112
2.44,11.47828989104284,11.47828989104284
2.45,11.59365135244553,11.59365135244553
2.46,11.71017179051143,11.71017179051143
2.47,11.82786278162913,11.82786278162913
2.48,11.94673601130971,11.94673601130971
2.49,12.06680507089734,12.06680507089734
2.5,12.18808340889272,12.18808340889272
2.51,12.31058077949269,12.31058077949269
2.52,12.43430942562607,12.43430942562607
2.53,12.55928170948381,12.55928170948381
2.54,12.68551011341403,12.68551011341403
2.55,12.81300724081704,12.81300724081704
2.56,12.94178581704047,12.94178581704047
2.57,13.07185869027419,13.07185869027419
2.58,13.2032388324455,13.2032388324455
2.59,13.33593934011403,13.33593934011403
2.6,13.46997343536691,13.46997343536691
2.61,13.60535446671375,13.60535446671375
2.62,13.74209590998171,13.74209590998171
2.63,13.88021136921052,13.88021136921052
2.64,14.01971457754756,14.01971457754756
2.65,14.16061939814289,14.16061939814289
2.66,14.3029398250443,14.3029398250443
2.67,14.44668998409235,14.44668998409235
2.68,14.59188558192183,14.59188558192183
2.69,14.7385440140507,14.7385440140507
2.7,14.88667660616433,14.88667660616433
2.71,15.03629815305775,15.03629815305775
2.72,15.1874235933782,15.1874235933782
2.73,15.34006801070733,15.34006801070733
2.74,15.49424663464338,15.49424663464338
2.75,15.64997484188334,15.64997484188334
2.76,15.80726815730519,15.80726815730519
2.77,15.96614225505001,15.96614225505001
2.78,16.12661295960418,16.12661295960418
2.79,16.28869624688159,16.28869624688159
2.8,16.45240824530577,16.45240824530577
2.81,16.61776523689214,16.61776523689214
2.82,16.78478365833011,16.78478365833011
2.83,16.95348010206532,16.95348010206532
2.84,17.1238713173818,17.1238713173818
2.85,17.29597421148415,17.29597421148415
2.86,17.46980585057969,17.46980585057969
2.87,17.64538454718181,17.64538454718181
2.88,17.82273334692818,17.82273334692818
2.89,18.00186473551741,18.00186473551741
2.9,18.18279660551412,18.18279660551412
2.91,18.36554702418716,18.36554702418716
2.92,18.55013423484644,18.55013423484644
2.93,18.73657665817986,18.73657665817986
2.94,18.92489289359011,18.92489289359011
2.95,19.11510172053157,19.11510172053157
2.96,19.30722209984718,19.30722209984718
2.97,19.50127317510532,19.50127317510532
2.98,19.69727427393665,19.69727427393665
2.99,19.89524490937102,19.89524490937102
3,20.09520478117426,20.09520478117426
3.01,20.29717377718515,20.29717377718515
3.02,20.50117197465224,20.50117197465224
3.03,20.70721964157069,20.70721964157069
3.04,20.9153372380192,20.9153372380192
3.05,21.1255454174968,21.1255454174968
3.06,21.33786527962233,21.33786527962233
3.07,21.55232590476522,21.55232590476522
3.08,21.7689421026662,21.7689421026662
3.09,21.98773551325715,21.98773551325715
3.1,22.20872798804895,22.20872798804895
3.11,22.43194159175298,22.43194159175298
3.12,22.65739860390301,22.65739860390301
3.13,22.88512152047684,22.88512152047684
3.14,23.11513305551806,23.11513305551806
3.15,23.34745614275775,23.34745614275775
3.16,23.58211393723624,23.58211393723624
3.17,23.81912981692477,23.81912981692477
3.18,24.0585273843473,24.0585273843473
3.19,24.30033046820218,24.30033046820218
3.2,24.54456312498387,24.54456312498387
3.21,24.79124964060468,24.79124964060468
3.22,25.04041453201652,25.04041453201652
3.23,25.29208254883255,25.29208254883255
3.24,25.54627867494903,25.54627867494903
3.25,25.80302813016688,25.80302813016688
3.26,26.06236540724202,26.06236540724202
3.27,26.32431014684119,26.32431014684119
3.28,26.5888877080313,26.5888877080313
3.29,26.85612451826062,26.85612451826062
3.3,27.12604726286363,27.12604726286363
3.31,27.39868288701998,27.39868288701998
3.32,27.67405859771317,27.67405859771317
3.33,27.95220186568945,27.95220186568945
3.34,28.23314042741651,28.23314042741651
3.35,28.51690228704238,28.51690228704238
3.36,28.80351571835416,28.80351571835416
3.37,29.09300926673687,29.09300926673687
3.38,29.3854117511322,29.3854117511322
3.39,29.68075226599737,29.68075226599737
3.4,29.97906018326386,29.97906018326386
3.41,30.2803651542963,30.2803651542963
3.42,30.58469711185114,30.58469711185114
3.43,30.89208627203561,30.89208627203561
3.44,31.20256313626638,31.20256313626638
3.45,31.51616775433271,31.51616775433271
3.46,31.83292679035939,31.83292679035939
3.47,32.15286961770399,32.15286961770399
3.48,32.47602819452379,32.47602819452379
3.49,32.80243479070933,32.80243479070933
3.5,33.13212199024846,33.13212199024846
3.51,33.46512269359042,33.46512269359042
3.52,33.80147012000992,33.80147012000992
3.53,34.14119780997125,34.14119780997125
3.54,34.48433962749233,34.48433962749233
3.55,34.83092976250873,34.83092976250873
3.56,35.18100273323791,35.18100273323791
3.57,35.53459338854311,35.53459338854311
3.58,35.89173691029758,35.89173691029758
3.59,36.25246881574854,36.25246881574854
3.6,36.61682495988136,36.61682495988136
3.61,36.98484153778357,36.98484153778357
3.62,37.35655508700895,37.35655508700895
3.63,37.73200248994164,37.73200248994164
3.64,38.1112304209821,38.1112304209821
3.65,38.49427447038391,38.49427447038391
3.66,38.88116856833759,38.88116856833759
3.67,39.27195136075918,39.27195136075918
3.68,39.6666618705572,39.6666618705572
3.69,40.06533950049389,40.06533950049389
3.7,40.46802403604663,40.46802403604663
3.71,40.87475564826914,40.87475564826914
3.72,41.28557489665298,41.28557489665298
3.73,41.70052273198863,41.70052273198863
3.74,42.11964049922706,42.11964049922706
3.75,42.54296994034084,42.54296994034084
3.76,42.97055319718565,42.97055319718565
3.77,43.40243281436147,43.40243281436147
3.78,43.8386517420739,43.8386517420739
3.79,44.2792533389956,44.2792533389956
3.8,44.72428137512745,44.72428137512745
3.81,45.17378003466003,45.17378003466003
3.82,45.6277939188348,45.6277939188348
3.83,46.08637727022727,46.08637727022727
3.84,46.54957717292364,46.54957717292364
3.85,47.01743278836181,47.01743278836181
3.86,47.48999085052562,47.48999085052562
3.87,47.96729854944525,47.96729854944525
3.88,48.44940353466356,48.44940353466356
3.89,48.93635391870305,48.93635391870305
3.9,49.42819828053228,49.42819828053228
3.91,49.92498566903267,49.92498566903267
3.92,50.42676560646508,50.42676560646508
3.93,50.93358809193649,50.93358809193649
3.94,51.44550360486664,51.44550360486664
3.95,51.96256310845478,51.96256310845478
3.96,52.48481805314612,52.48481805314612
3.97,53.01232038009874,53.01232038009874
3.98,53.54512252465,53.54512252465
3.99,54.08327741978343,54.08327741978343
4,54.62683849959517,54.62683849959517
4.01,55.17585970276079,55.17585970276079
4.02,55.7304039526982,55.7304039526982
4.03,56.29053297844037,56.29053297844037
4.04,56.8562919703996,56.8562919703996
4.05,57.42773744429932,57.42773744429932
4.06,58.00492646757193,58.00492646757193
4.07,58.5879166635583,58.5879166635583
4.08,59.17676621570708,59.17676621570708
4.09,59.77153387177442,59.77153387177442
4.1,60.37227894802322,60.37227894802322
4.11,60.97906133342266,60.97906133342266
4.12,61.59194149384753,61.59194149384753
4.13,62.21098047627787,62.21098047627787
4.14,62.83623991299831,62.83623991299831
4.15,63.4677820257976,63.4677820257976
4.16,64.10566963016778,64.10566963016778
4.17,64.7499661395041,64.7499661395041
4.18,65.40073556930409,65.40073556930409
4.19,66.05804254136723,66.05804254136723
4.2,66.72195228799413,66.72195228799413
4.21,67.39253773300924,67.39253773300924
4.22,68.06987914436208,68.06987914436208
4.23,68.75402865303462,68.75402865303462
4.24,69.44505460394181,69.44505460394181
4.25,70.14302600937836,70.14302600937836
4.26,70.84801255410314,70.84801255410314
4.27,71.56008460042381,71.56008460042381
4.28,72.27931319328157,72.27931319328157
4.29,73.00577006533528,73.00577006533528
4.3,73.7395276420466,73.7395276420466
4.31,74.48065904676432,74.48065904676432
4.32,75.22923810580889,75.22923810580889
4.33,75.98533935355702,75.98533935355702
4.34,76.74903803752642,76.74903803752642
4.35,77.52041012346028,77.52041012346028
4.36,78.29953230041188,78.29953230041188
4.37,79.086481985829,79.086481985829
4.38,79.88133733063881,79.88133733063881
4.39,80.68417722433229,80.68417722433229
4.4,81.49508613427115,81.49508613427115
4.41,82.31416775371643,82.31416775371643
4.42,83.14148214359133,83.14148214359133
4.43,83.97711195358011,83.97711195358011
4.44,84.82114064062418,84.82114064062418
4.45,85.67365247507715,85.67365247507715
4.46,86.5347325468604,86.5347325468604
4.47,87.40446677161832,87.40446677161832
4.48,88.28294189687348,88.28294189687348
4.49,89.17024550818172,89.17024550818172
4.5,90.06646603528793,90.06646603528793
4.51,90.97169275828092,90.97169275828092
4.52,91.88601581374884,91.88601581374884
4.53,92.80952620093443,92.80952620093443
4.54,93.74231578789016,93.74231578789016
4.55,94.68447731763382,94.68447731763382
4.56,95.63610441430362,95.63610441430362
4.57,96.5972915893134,96.5972915893134
4.58,97.56813424750783,97.56813424750783
4.59,98.54873015332268,98.54873015332268
4.6,99.53921253720984,99.53921253720984
4.61,100.5396504943378,100.5396504943378
4.62,101.5501439728735,101.5501439728735
4.63,102.5707938974328,102.5707938974328
4.64,103.6017021765326,103.6017021765326
4.65,104.6429717100422,104.6429717100422
4.66,105.6947063966354,105.6947063966354
4.67,106.757011141243,106.757011141243
4.68,107.8299918625037,107.8299918625037
4.69,108.9137555002172,108.9137555002172
4.7,110.0084100227949,110.0084100227949
4.71,111.1140644347128,111.1140644347128
4.72,112.230828783963,112.230828783963
4.73,113.3588141695058,113.3588141695058
4.74,114.4981327487212,114.4981327487212
4.75,115.6488977448612,115.6488977448612
4.76,116.811223454502,116.811223454502
4.77,117.9852252549952,117.9852252549952
4.78,119.1710196119204,119.1710196119204
4.79,120.3687666468511,120.3687666468511
4.8,121.578555984944,121.578555984944
4.81,122.8005050799903,122.8005050799903
4.82,124.0347359802768,124.0347359802768
4.83,125.2813719242334,125.2813719242334
4.84,126.540537349457,126.540537349457
4.85,127.8123579017333,127.8123579017333
4.86,129.0969604440594,129.0969604440594
4.87,130.3944730656662,130.3944730656662
4.88,131.7050250910416,131.7050250910416
4.89,133.0287470889525,133.0287470889525
4.9,134.3657708814678,134.3657708814678
4.91,135.7162295529801,135.7162295529801
4.92,137.0802574592292,137.0802574592292
4.93,138.4579902363245,138.4579902363245
4.94,139.8495648097672,139.8495648097672
4.95,141.2551194034727,141.2551194034727
4.96,142.674793548794,142.674793548794
4.97,144.1087280935436,144.1087280935436
4.98,145.5571092143353,145.5571092143353
4.99,147.0200587363976,147.0200587363976
5,148.4977125846278,148.4977125846278
5,148.4977125846278,148.4977125846278
